,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
1,Derrick Brooks,TAM,27,lb,16,16,1,34,1,34,6,5,0,0,0,0,1.0,146,125,21,13,1,
2,Ronald McKinnon,ARI,27,MLB,16,16,0,0,0,0,2,2,0,1,0,0,4.0,157,119,38,11,4,
3,Anthony Simmons,SEA,24,lb,16,16,2,15,0,8,2,2,0,0,0,0,4.0,147,119,28,11,2,
4,Donnie Edwards,KAN,27,LB,16,16,2,45,1,42,4,0,0,1,11,0,1.0,132,114,18,14,1,
5,Takeo Spikes,CIN,24,LB,16,16,2,12,0,7,4,0,0,3,0,0,2.0,128,110,18,8,2,
6,Pat Tillman,ARI,24,SS,16,16,1,30,0,27,9,2,0,2,0,0,1.5,145,109,36,4,2,
7,Ray Lewis,BAL,25,MLB,16,16,2,1,0,1,6,0,0,3,0,0,3.0,137,107,30,14,3,
8,London Fletcher,STL,25,lb/MLB,16,15,4,33,0,12,8,1,0,0,0,0,5.5,133,106,27,13,6,
9,Mike Peterson,IND,24,LB,16,16,2,8,0,5,6,1,0,0,0,0,,158,104,54,3,0,
10,Junior Seau,SDG,31,lb,16,16,2,2,0,2,11,1,0,0,0,0,3.5,122,103,19,15,4,
11,Marvin Jones,NYJ,28,lb/RILB,16,16,0,0,0,0,2,2,0,1,0,0,1.0,135,102,33,9,1,
12,Rodney Harrison,SDG,28,ss,16,16,6,97,1,63,17,1,0,0,0,0,6.0,127,101,26,10,5,
13,Brian Urlacher,CHI,22,MLB,16,14,2,19,0,19,5,0,0,1,0,0,8.0,125,101,24,16,8,
14,Greg Biekert,OAK,31,lb/mlb,16,16,0,0,0,0,4,0,0,2,0,0,2.0,134,100,34,9,2,
15,Jeremiah Trotter,PHI,23,MLB,16,16,1,27,1,27,4,,,,,,3.0,120,100,20,12,2,
16,Randall Godfrey,TEN,27,MLB,16,16,2,25,1,24,8,5,0,1,0,0,3.0,121,99,22,10,2,
17,Ed McDaniel,MIN,31,LB,16,15,0,0,0,0,2,1,0,0,0,0,2.0,119,98,21,10,2,
18,Lawyer Milloy,NWE,27,SS,16,16,2,2,0,2,6,3,0,0,0,0,,121,90,31,2,0,
19,Sam Cowart,BUF,25,,12,12,2,4,0,2,6,1,0,2,3,0,5.5,129,88,41,7,5,
20,Marvcus Patton,KAN,33,mlb,16,15,2,39,1,24,6,1,0,1,0,0,1.0,111,88,23,6,1,
21,Earl Holmes,PIT,27,RILB,16,16,0,0,0,0,9,1,0,1,4,0,1.0,128,87,41,9,0,
22,Mike Minter,CAR,26,SS,16,16,2,38,1,30,7,3,0,1,0,0,2.0,116,87,29,4,1,
23,Wali Rainer,CLE,23,lb/MLB,16,16,1,5,0,5,4,2,0,1,0,0,1.0,119,86,33,9,1,
24,Kailee Wong,MIN,24,MLB,16,16,2,28,0,14,4,0,1,0,0,0,2.0,111,83,28,6,2,
25,Sam Shade,WAS,27,SS,16,14,2,15,0,15,5,0,0,4,1,0,1.0,96,81,15,3,1,
26,Jason Belser,IND,30,FS,16,16,0,0,0,0,5,1,0,1,0,0,5.0,96,80,16,8,3,
27,Mike Brown,CHI,22,FS/s,16,16,1,35,1,35,1,1,0,1,12,0,,97,80,17,2,0,
28,Darryl Williams,CIN,30,FS,16,16,1,36,1,36,5,3,0,0,0,0,,101,80,21,1,0,
29,Lester Towns,CAR,23,MLB,16,14,0,0,0,0,1,1,0,2,0,0,,93,79,14,10,0,
30,Eric Brown,DEN,25,fs,16,16,3,9,0,9,7,0,0,3,8,0,1.0,91,77,14,10,1,
31,Billy Jenkins,DEN,26,ss,16,16,4,61,1,36,11,1,1,1,0,0,,93,77,16,0,0,
32,Jessie Armstead,NYG,30,LB,16,16,1,-2,0,-2,8,1,0,1,0,0,5.0,102,76,26,12,6,
33,Stephen Boyd,DET,28,MLB,15,15,1,0,0,0,8,1,0,1,0,0,0.5,139,76,63,4,1,
34,Dexter Coakley,DAL,28,LB,16,16,0,0,0,0,3,0,0,1,8,0,,87,76,11,7,0,
35,Bernardo Harris,GNB,29,MLB,16,16,0,0,0,0,5,1,0,0,0,0,2.0,97,76,21,10,2,
36,Marty Carter,ATL,31,SS,16,16,0,0,0,0,2,2,0,2,0,0,2.0,95,75,20,5,1,
37,Robert Griffith,MIN,30,SS,16,16,1,25,0,25,5,1,0,2,0,0,1.0,104,75,29,4,1,
38,Nate Wayne,GNB,25,LB,16,13,0,0,0,0,7,1,0,1,9,0,2.0,101,75,26,7,1,
39,Jerome Woods,KAN,27,FS,16,16,2,0,0,0,8,1,0,0,0,0,2.0,82,75,7,3,2,
40,Sammy Knight,NOR,25,SS,16,16,5,68,2,37,6,1,0,0,0,0,2.0,100,74,26,4,1,
41,George Koonce,SEA,32,mlb,16,16,1,27,1,27,5,0,0,1,0,0,1.5,97,74,23,5,2,
42,Tedy Bruschi,NWE,27,LB/lilb/rolb,16,16,0,0,0,0,5,1,0,0,0,0,1.0,106,73,33,3,1,
43,Micheal Barrow,NYG,30,MLB,15,15,1,7,0,7,3,1,0,1,0,0,3.5,94,72,22,12,4,
44,Kevin Hardy,JAX,27,LB,16,16,1,0,0,0,6,2,0,2,2,0,3.0,86,72,14,8,2,
45,Brock Marion,MIA,30,FS,16,16,5,72,0,24,11,0,0,1,0,0,,96,72,24,0,0,
46,Darren Sharper,GNB,25,FS,16,16,9,109,0,47,17,,,,,,1.0,92,72,20,5,1,
47,Shawn Springs,SEA,25,lcb,16,16,2,8,0,8,14,1,0,0,0,0,,85,72,13,2,0,
48,Greg Wesley,KAN,22,SS,16,16,2,28,0,28,7,2,0,1,0,0,1.0,85,72,13,6,0,
49,Chad Brown,SEA,30,lb,16,16,1,0,0,0,3,2,0,3,16,1,6.0,94,71,23,8,6,
50,Derek Smith,WAS,25,MLB,16,14,0,0,0,0,3,1,0,1,0,0,1.0,88,71,17,7,1,
51,Lee Woodall,CAR,31,LB,16,16,1,0,0,0,6,2,0,1,0,0,,97,71,26,2,0,
52,Ronde Barber,TAM,25,rcb,16,16,2,46,1,37,13,1,0,1,24,1,5.5,82,69,13,7,5,
53,Jay Bellamy,SEA,28,fs,16,16,4,132,1,84,8,2,0,0,0,0,2.0,87,69,18,1,1,
54,Ray Buchanan,ATL,29,LCB,16,16,6,114,0,60,20,0,0,2,1,0,,80,69,11,3,0,
55,Jeff Burris,IND,28,db/LCB,16,16,4,38,1,27,11,,,,,,3.0,77,69,8,2,2,
56,John Holecek,BUF,28,lilb,16,16,1,0,0,0,3,,,,,,,110,69,41,7,0,
57,John Mobley,DEN,27,lb,15,14,1,9,0,9,11,2,0,0,0,0,2.0,85,69,16,3,1,
58,William Thomas,OAK,32,LB,16,16,6,68,1,46,11,2,0,0,0,0,1.0,78,69,9,8,1,
59,Dewayne Washington,PIT,28,RCB,16,16,5,59,0,31,18,,,,,,,78,69,9,4,0,
60,Ryan McNeil,DAL,30,RCB,16,16,2,4,0,4,12,1,0,0,0,0,,77,68,9,2,0,
61,Shaun Williams,NYG,24,FS,16,16,3,52,0,40,12,0,0,1,0,0,,85,68,17,4,0,
62,Chad Cota,IND,29,SS,16,16,2,3,0,3,5,,,,,,,87,67,20,2,0,
63,Marquis Smith,CLE,25,SS,16,16,0,0,0,0,3,,,,,,1.0,84,67,17,2,1,
64,Rod Woodson,BAL,35,FS,16,16,4,20,0,18,10,2,0,3,4,0,,77,67,10,3,0,
65,LeRoy Butler,GNB,32,SS,16,16,2,25,0,22,7,1,0,1,0,0,2.0,92,66,26,3,1,
66,Doug Evans,CAR,30,RCB,16,16,2,17,0,17,10,1,0,5,-3,0,,79,66,13,0,0,
67,Keith Lyle,STL,28,FS,16,16,1,9,0,9,3,1,0,1,94,1,,81,66,15,1,0,
68,Ahmed Plummer,SFO,24,LCB,16,14,0,0,0,0,8,,,,,,,75,66,9,0,0,
69,Charles Woodson,OAK,24,CB/lcb,16,16,4,36,0,23,13,3,0,1,0,0,,79,66,13,1,0,
70,Chris Claiborne,DET,22,LB,16,14,1,1,0,1,4,3,0,0,0,0,0.5,104,65,39,7,1,
71,Donovin Darius,JAX,25,SS,16,16,2,26,0,21,5,1,0,0,0,0,1.0,85,65,20,4,1,
72,Sean Harris,CHI,28,LB,15,13,0,0,0,0,1,1,0,0,0,0,1.0,77,65,12,6,1,
73,Levon Kirkland,PIT,31,LILB,16,16,1,1,0,1,4,0,0,1,0,0,,86,65,21,5,0,
74,Mo Lewis,NYJ,31,lb/LOLB,16,16,1,23,0,23,6,2,0,2,0,0,10.0,88,65,23,13,9,
75,Eugene Robinson,CAR,37,FS/s,16,16,1,0,0,0,1,1,0,3,26,0,,77,65,12,1,0,
76,Mike Dumas,SDG,31,fs,12,12,1,56,1,56,6,,,,,,1.0,75,64,11,7,1,
77,Victor Green,NYJ,31,ls/ss,16,16,6,144,1,43,12,0,0,4,0,0,,105,64,41,4,0,
78,Jamir Miller,CLE,27,LB,16,16,1,0,0,0,7,,,,,,5.0,85,64,21,9,6,
79,Tony Parrish,CHI,25,SS,16,16,3,81,1,38,9,1,0,0,0,0,2.0,84,64,20,5,1,
80,Chad Scott,PIT,26,LCB,16,16,5,49,0,33,14,0,0,2,6,0,,70,64,6,1,0,
81,Troy Vincent,PHI,29,LCB,16,16,5,34,0,17,22,3,0,2,0,0,1.0,77,64,13,1,1,
82,Mark Fields,NOR,28,LB/rolb,16,14,0,0,0,0,1,,,,,,2.0,84,63,21,3,2,
83,Kwamie Lassiter,ARI,31,FS,16,16,1,11,0,11,2,1,0,1,0,0,,94,63,31,2,0,
84,Ty Law,NWE,26,LCB,15,15,2,32,0,32,11,,,,,,,74,63,11,1,0,
85,Marty Moore,CLE,29,LB,16,9,1,3,0,3,4,,,,,,1.0,75,63,12,2,1,
86,Lance Schulters,SFO,25,fs/ss,12,12,0,0,0,0,3,3,0,1,16,0,0.5,91,63,28,3,1,
87,Eric Allen,OAK,35,CB/rcb,16,15,6,145,3,50,14,,,,,,1.0,68,62,6,1,1,
88,Mike Jones,STL,31,LB,16,16,0,0,0,0,6,1,0,0,0,0,2.0,73,62,11,5,2,
89,Marcus Robertson,TEN,31,FS/s,15,15,0,0,0,0,5,3,0,1,0,0,,72,62,10,0,0,
90,Bill Romanowski,DEN,34,lb,16,16,2,0,0,3,6,4,0,2,0,0,3.5,72,62,10,6,4,
91,Thomas Smith,CHI,30,cb/RCB,16,16,0,0,0,0,10,2,0,1,0,0,,67,62,5,4,0,
92,Darren Woodson,DAL,31,SS,11,11,2,12,0,12,4,1,0,0,0,0,,72,62,10,2,0,
93,Brent Alexander,PIT,29,fs/ss,16,16,3,31,0,15,4,1,0,1,0,0,1.5,76,61,15,9,4,
94,Courtney Brown,CLE,22,DE,16,16,0,0,0,0,8,0,0,1,0,0,4.5,69,61,8,16,5,
95,Eric Davis,CAR,32,cb/LCB,16,16,5,14,0,8,18,4,1,1,0,0,,73,61,12,0,0,
96,Lee Flowers,PIT,27,ss,14,14,1,0,0,0,7,4,0,3,0,0,1.0,85,61,24,1,0,
97,Rob Fredrickson,ARI,29,lb,13,12,1,8,0,8,4,,,,,,1.0,99,61,38,13,1,
98,Darren Hambrick,DAL,25,LB,16,16,0,0,0,0,2,,,,,,1.0,77,61,16,4,1,
99,Dwight Hollier,IND,31,MLB,16,15,0,0,0,0,1,,,,,,1.0,79,61,18,3,1,
100,Darrin Smith,NOR,30,mlb,16,11,2,56,1,41,9,,,,,,2.0,91,61,30,7,1,
101,Pat Dennis,KAN,22,lcb,16,13,1,0,0,0,7,1,0,2,-5,0,,67,60,7,3,0,
102,Warrick Holdman,CHI,25,lb,10,10,0,0,0,0,3,,,,,,,75,60,15,2,0,
103,Keith Mitchell,NOR,26,LB/lolb,16,14,1,40,1,40,5,0,0,4,90,1,6.5,85,60,25,8,7,
104,Marquez Pope,OAK,30,SS,15,14,2,25,0,25,5,1,0,5,-2,0,1.0,80,60,20,3,1,
105,Jason Sehorn,NYG,29,cb/rcb,14,14,2,32,0,32,17,1,0,1,8,0,,73,60,13,3,0,
106,Brian Walker,MIA,28,SS,16,16,7,80,0,31,9,2,0,0,0,0,2.0,88,60,28,3,1,
107,Chad Eaton,NWE,28,de/nt,14,13,0,0,0,0,3,2,0,0,0,0,2.5,78,59,19,8,2,
108,Darren Perry,NOR,32,FS,16,16,3,3,0,3,9,,,,,,,80,59,21,0,0,
109,Jamie Sharper,BAL,26,LB,16,16,1,45,0,45,4,5,0,2,0,0,,72,59,13,8,0,
110,Otis Smith,NWE,35,fs/RCB,16,14,1,56,0,56,11,1,0,1,12,0,,69,59,10,2,0,
111,Robert Tate,MIN,27,RCB,16,16,2,12,0,12,11,2,0,1,0,0,,69,59,10,2,0,
112,Jason Gildon,PIT,28,LOLB,16,16,0,0,0,0,5,4,0,4,22,1,13.5,77,58,19,18,10,
113,Kevin Mathis,NOR,26,LCB/rcb,16,16,1,0,0,0,6,2,1,0,0,0,,73,58,15,5,0,
114,Zach Thomas,MIA,27,mlb,11,11,1,0,0,0,1,0,0,1,0,0,1.5,99,58,41,8,2,
115,Blaine Bishop,TEN,30,SS,16,16,0,0,0,0,7,1,0,0,0,0,2.5,84,57,27,8,2,
116,Ronnie Bradford,ATL,30,FS/s,16,15,3,25,0,13,5,1,0,0,0,0,,69,57,12,0,0,
117,James Hasty,KAN,35,cb/rcb,16,16,4,53,0,38,8,1,0,2,0,0,1.0,66,57,9,3,1,
118,John Lynch,TAM,29,ss,16,16,3,43,0,36,8,0,0,2,8,0,1.0,85,57,28,5,1,
119,Dean Wells,CAR,30,LB,16,14,1,14,0,14,2,,,,,,,68,57,11,7,0,
120,Shawn Barber,WAS,25,LB,14,14,0,0,0,0,2,0,0,3,0,0,2.0,63,56,7,9,2,
121,Percy Ellsworth,CLE,26,FS,16,16,1,33,1,33,3,0,0,1,16,0,,66,56,10,1,0,
122,Daylon McCutcheon,CLE,24,RCB,15,15,1,20,0,20,5,2,0,0,0,0,4.0,59,56,3,4,2,
123,Damon Moore,PHI,24,fs/ss,16,16,2,24,0,20,8,0,1,0,0,0,,66,56,10,4,0,
124,Winfred Tubbs,SFO,30,lb/RILB,14,14,1,11,0,11,5,0,0,1,0,0,2.0,82,56,26,4,2,
125,Mark Carrier,WAS,32,FS,15,15,1,30,0,30,4,1,0,0,0,0,,69,55,14,2,0,
126,Carlos Emmons,PHI,27,LB,16,13,2,8,0,8,6,1,0,1,2,0,0.5,78,55,23,4,1,
127,Dave Thomas,NYG,32,cb/LCB,16,16,1,0,0,0,9,1,0,0,0,0,,61,55,6,0,0,
128,Barron Wortham,DAL,31,lb/mlb,16,11,2,1,0,1,2,2,0,1,0,0,,65,55,10,8,0,
129,Tony Brackens,JAX,26,DE,16,16,1,7,0,7,8,2,0,2,15,0,7.5,63,54,9,13,7,
130,Bryan Cox,NYJ,32,lb/LILB,15,14,0,0,0,0,5,3,0,2,0,0,6.0,81,54,27,8,6,
131,Brian Dawkins,PHI,27,fs,13,13,4,62,0,32,10,1,0,2,0,0,2.0,71,54,17,4,2,
132,La'Roi Glover,NOR,26,RDT,16,16,,,,,,3,0,1,0,0,17.0,67,54,13,18,14,
133,John Parrella,SDG,31,dt/rdt,16,16,0,0,0,0,6,2,0,0,0,0,7.0,65,54,11,9,5,
134,Orlando Ruff,SDG,24,lb/mlb,16,14,1,18,0,18,5,0,0,1,0,0,,68,54,14,1,0,
135,Chris Slade,NWE,29,LB/lolb/rolb,16,15,,,,,,2,0,0,0,0,4.0,80,54,26,4,4,
136,Gerald Dixon,SDG,31,lb,16,16,1,36,1,36,6,0,0,1,0,0,5.0,62,53,9,12,4,
137,Champ Bailey,WAS,22,LCB,16,16,5,48,0,48,14,0,0,1,0,0,,57,52,5,0,0,
138,Anthony Dorsett,OAK,27,FS,16,16,0,0,0,0,7,2,0,0,0,0,1.0,72,52,20,1,1,
139,Derrick Rodgers,MIA,29,lb,16,14,0,0,0,0,3,1,0,0,0,0,0.5,75,52,23,3,0,
140,Dwayne Rudd,MIN,24,lb,14,13,0,0,0,0,2,,,,,,,69,52,17,3,0,
141,Sam Garnes,NYG,26,SS,15,15,1,4,0,4,6,1,0,0,0,0,1.0,63,51,12,0,0,
142,Grady Jackson,OAK,27,DT,16,15,0,0,0,0,4,2,0,1,0,0,8.0,68,51,17,15,9,
143,Ted Johnson,NWE,28,lb/lilb/mlb/rilb,13,11,0,0,0,0,2,0,0,3,0,0,0.5,73,51,22,5,1,
144,Damien Robinson,TAM,27,fs,16,16,6,1,0,1,11,0,0,3,5,0,,71,51,20,3,0,
145,Phillippi Sparks,DAL,31,lcb/ss,16,12,5,59,0,43,10,,,,,,,55,51,4,2,0,
146,Willie Williams,SEA,30,rcb,16,15,4,74,1,69,11,1,0,1,0,0,1.0,60,51,9,1,0,
147,Grant Wistrom,STL,24,DE/ldt,16,16,0,0,0,0,5,1,0,0,0,0,11.0,63,51,12,15,12,
148,Elijah Alexander,OAK,30,LB,16,16,0,0,0,0,4,,,,,,2.0,67,50,17,5,1,
149,Michael Bankston,CIN,30,DE,16,14,0,0,0,0,2,,,,,,,64,50,14,3,0,
150,Devin Bush,STL,27,SS,13,12,0,0,0,0,3,0,0,1,15,1,1.0,67,50,17,4,1,
151,Marcus Coleman,NYJ,26,cb/RCB,16,16,4,6,0,7,18,0,1,0,0,0,,56,50,6,4,0,
152,DeRon Jenkins,SDG,27,cb/rcb,15,14,1,16,0,16,5,0,1,0,0,0,,55,50,5,3,0,
153,Keith McKenzie,CLE,27,DE,16,16,0,0,0,0,2,2,0,1,29,0,8.0,58,50,8,12,7,
154,Bruce Smith,WAS,37,DE,16,16,0,0,0,0,2,5,0,0,0,0,10.0,58,50,8,13,9,1
155,Michael Strahan,NYG,29,DE,16,16,0,0,0,0,4,0,0,4,0,0,9.5,65,50,15,15,11,
156,Tyrone Williams,GNB,27,RCB,16,16,4,105,1,46,14,,,,,,,58,50,8,3,0,
157,Chris Carter,CIN,26,ss,16,10,1,6,0,6,2,2,0,1,0,0,1.0,60,49,11,4,1,
158,Dexter McCleon,STL,27,cb/lcb/RCB,16,16,8,28,0,23,19,0,1,1,21,0,2.0,54,49,5,3,2,
159,Eddie Robinson,TEN,30,LB,16,16,0,0,0,0,3,0,0,3,0,0,4.0,60,49,11,10,5,
160,Jamie Duncan,TAM,25,mlb,15,15,4,55,1,31,6,0,0,1,0,0,,65,48,17,1,0,
161,Tom Knight,ARI,26,lcb/RCB,16,15,0,0,0,0,8,,,,,,1.0,56,48,8,2,1,
162,Mike Logan,JAX,26,db/fs/s,15,11,2,14,0,14,6,1,0,1,3,0,1.0,54,48,6,4,1,
163,Hollis Thomas,PHI,26,ldt/RDT,16,16,,,,,,3,0,1,0,0,4.0,60,48,12,13,3,
164,Fred Weary,NOR,26,RCB,12,12,2,27,0,27,8,2,0,0,0,0,2.0,55,48,7,3,1,
165,Aeneas Williams,ARI,32,LCB/rcb,16,16,5,102,0,48,11,2,0,2,104,1,,62,48,14,0,0,
166,Duane Clemons,KAN,26,de,12,12,0,0,0,0,5,1,0,1,0,0,7.5,56,47,9,18,8,
167,Kim Herring,BAL,25,SS,16,16,3,74,0,30,9,2,0,0,0,0,1.0,54,47,7,3,1,
168,Todd Lyght,STL,31,LCB,14,12,2,21,0,21,9,1,0,0,0,0,1.0,52,47,5,2,0,
169,Monty Montgomery,SFO,27,cb/fs/lcb/rcb,15,9,3,68,1,46,0,,,,,,0.5,59,47,12,,,
170,Ken Norton,SFO,34,LILB/mlb,16,16,0,0,0,0,2,0,0,1,0,0,,73,47,26,7,0,
171,Al Wilson,DEN,23,lb/mlb,15,14,3,21,0,20,8,,,,,,5.0,60,47,13,12,6,
172,Donnie Abraham,TAM,27,lcb,16,16,7,82,0,23,23,1,0,0,0,0,,57,46,11,1,0,
173,Terry Fair,DET,24,RCB,15,15,2,0,0,0,10,0,1,1,2,0,,57,46,11,1,0,
174,James Farrior,NYJ,25,lb/rolb,16,6,1,0,0,0,5,1,0,1,0,0,1.0,56,46,10,6,1,
175,Keith Newman,BUF,23,lolb,16,16,0,0,0,0,2,2,1,1,25,0,8.0,63,46,17,11,7,
176,Armegis Spearman,CIN,22,MLB,15,11,0,0,0,0,4,,,,,,1.0,70,46,24,5,1,
177,Jamal Williams,SDG,24,dt/ldt,16,16,0,0,0,0,1,1,0,0,0,0,1.0,53,46,7,10,1,
178,Aaron Beasley,JAX,27,lcb/RCB,14,14,1,39,0,39,14,1,0,1,0,0,5.0,52,45,7,5,5,
179,Chad Bratzke,IND,29,DE,16,16,0,0,0,0,2,1,0,1,0,0,7.5,64,45,19,10,7,1
180,Cris Dishman,MIN,35,lcb,11,9,1,0,0,0,9,,,,,,,52,45,7,2,0,
181,Travis Hall,ATL,28,de/LDT,16,16,,,,,,0,0,1,0,0,4.5,63,45,18,7,5,
182,Henry Jones,BUF,33,SS,16,16,2,45,1,45,8,0,0,1,14,0,,70,45,25,1,0,
183,Kerry Joseph,SEA,27,ss,16,10,0,0,0,0,4,,,,,,,58,45,13,1,0,
184,Willie McGinest,NWE,29,DE/lolb,14,14,0,0,0,0,1,1,0,2,0,0,6.0,63,45,18,13,5,
185,Duane Starks,BAL,26,LCB/rcb,15,15,6,125,0,64,23,0,1,2,0,0,,49,45,4,0,0,
186,Hugh Douglas,PHI,29,DE,16,15,1,9,0,9,2,2,0,0,0,0,15.0,56,44,12,21,15,
187,Norman Hand,NOR,28,LDT,15,15,0,0,0,0,2,1,0,0,0,0,3.0,54,44,10,9,3,
188,Brian Kelly,TAM,24,cb,16,3,1,9,1,9,11,0,0,2,0,0,,48,44,4,0,0,
189,Patrick Surtain,MIA,24,LCB,16,16,5,55,0,43,21,2,0,1,0,0,1.0,53,44,9,2,1,
190,Denard Walker,TEN,27,LCB/rcb,15,14,2,4,0,4,16,0,1,0,0,0,,45,44,1,2,0,
191,LaVar Arrington,WAS,22,lb,16,11,0,0,0,0,4,,,,,,4.0,52,43,9,8,4,
192,Oliver Gibson,CIN,28,LDT,16,16,0,0,0,0,1,,,,,,4.0,52,43,9,8,4,
193,Keith Hamilton,NYG,29,RDT,16,16,0,0,0,0,1,,,,,,10.0,57,43,14,11,11,
194,Artrell Hawkins,CIN,24,rcb,16,6,0,0,0,0,9,1,0,1,12,0,,47,43,4,0,0,
195,Chris Hovan,MIN,22,NT,16,13,0,0,0,0,1,,,,,,2.0,48,43,5,13,2,
196,Tod McBride,GNB,24,lcb,15,6,2,43,0,43,9,,,,,,,54,43,11,1,0,
197,Joey Porter,PIT,23,ROLB,16,16,1,0,0,0,3,2,0,1,32,1,10.5,60,43,17,12,8,1
198,Warren Sapp,TAM,28,dt,16,15,0,0,0,0,4,1,0,1,0,0,16.5,52,43,9,20,15,
199,Jason Webster,SFO,23,rcb,16,10,2,78,1,70,11,1,0,1,1,0,,55,43,12,1,0,
200,Mike Caldwell,PHI,29,,16,3,1,26,1,26,10,1,0,0,0,0,,47,42,5,2,0,
201,Chris Draft,ATL,24,lb,13,8,,,,,,,,,,,1.0,56,42,14,3,1,
202,Barry Gardner,PHI,24,LB,16,13,0,0,0,0,1,,,,,,1.0,57,42,15,6,0,
203,Bobby Hamilton,NWE,29,DE,16,16,0,0,0,0,5,0,0,1,0,0,1.5,79,42,37,6,2,
204,Tebucky Jones,NWE,26,fs,15,9,2,20,0,20,6,,,,,,,55,42,13,3,0,
205,Lamar King,SEA,25,de,14,14,0,0,0,0,3,,,,,,6.0,48,42,6,8,6,
206,Dat Nguyen,DAL,25,mlb,10,5,2,31,0,24,4,0,0,1,0,0,,48,42,6,3,0,
207,Bryan Robinson,CHI,26,DE,16,16,0,0,0,0,8,,,,,,4.5,51,42,9,7,5,
208,Orpheus Roye,CLE,27,LDT/rdt,16,16,0,0,0,0,5,0,0,1,8,0,2.0,53,42,11,5,3,
209,Allen Aldridge,DET,28,LB,16,14,1,4,0,4,2,2,0,1,0,0,2.0,59,41,18,5,1,
210,Brentson Buckner,SFO,29,RDT,16,16,0,0,0,0,3,,,,,,7.0,55,41,14,7,8,
