,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,
Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb
1,Shaun Alexander,SEA,28,RB,16,16,370,1880,27,88,5.1,117.5,5
2,Edgerrin James,IND,27,RB,15,15,360,1506,13,33,4.2,100.4,2
3,Tiki Barber,NYG,30,RB,16,16,357,1860,9,95,5.2,116.3,1
4,Clinton Portis,WAS,24,RB,16,16,352,1516,11,47,4.3,94.8,3
5,LaDainian Tomlinson,SDG,26,RB,16,16,339,1462,18,62,4.3,91.4,3
6,Rudi Johnson,CIN,26,RB,16,14,337,1458,12,33,4.3,91.1,1
7,Larry Johnson,KAN,26,RB,16,9,336,1750,20,49,5.2,109.4,5
8,Willis McGahee,BUF,24,RB,16,15,325,1247,5,27,3.8,77.9,1
9,Thomas Jones,CHI,27,RB,15,15,314,1335,9,42,4.3,89.0,2
10,Reuben Droughns,CLE,27,RB,16,16,309,1232,2,75,4.0,77.0,6
11,Cadillac Williams,TAM,23,RB,14,14,290,1178,6,71,4.1,84.1,3
12,Warrick Dunn,ATL,30,RB,16,16,280,1416,3,65,5.1,88.5,3
13,LaMont Jordan,OAK,27,RB,14,14,272,1025,9,26,3.8,73.2,2
14,Jamal Lewis,BAL,26,RB,15,15,269,906,3,25,3.4,60.4,5
15,Julius Jones,DAL,24,RB,13,12,257,993,5,51,3.9,76.4,4
16,Willie Parker,PIT,25,RB,15,15,255,1202,4,80,4.7,80.1,4
17,Steven Jackson,STL,22,RB,15,15,254,1046,8,51,4.1,69.7,3
18,Mike Anderson,DEN,32,,15,15,239,1014,12,44,4.2,67.6,2
19,Domanick Williams,HOU,25,RB,11,11,230,976,2,44,4.2,88.7,2
20,Chris Brown,TEN,24,RB,15,14,224,851,5,38,3.8,56.7,4
21,Curtis Martin,NYJ,32,RB,12,12,220,735,5,49,3.3,61.3,2
22,Corey Dillon,NWE,31,RB,12,10,209,733,12,29,3.5,61.1,1
23,Ronnie Brown,MIA,24,RB,15,14,207,907,4,65,4.4,60.5,4
24,DeShaun Foster,CAR,25,fb/rb,15,5,205,879,2,70,4.3,58.6,2
25,Fred Taylor,JAX,29,RB,11,11,194,787,3,71,4.1,71.5,0
26,Kevin Jones,DET,23,RB,13,13,186,664,5,40,3.6,51.1,2
27,Stephen Davis,CAR,31,RB,13,11,180,549,12,39,3.1,42.2,2
28,Kevan Barlow,SFO,26,RB,12,12,176,581,3,29,3.3,48.4,2
29,Tatum Bell,DEN,24,rb,15,1,173,921,8,68,5.3,61.4,3
30,Ricky Williams,MIA,28,rb,12,3,168,743,6,35,4.4,61.9,1
31,Antowain Smith,NOR,33,rb,16,7,166,659,3,42,4.0,41.2,2
32,Marcel Shipp,ARI,27,RB,15,11,157,451,0,19,2.9,30.1,4
33,Brian Westbrook,PHI,26,RB,12,12,156,617,3,31,4.0,51.4,0
34,Mewelde Moore,MIN,23,RB,16,8,155,662,1,33,4.3,41.4,2
35,Greg Jones,JAX,24,FB/rb,14,13,151,575,4,27,3.8,41.1,0
36,Samkon Gado,GNB,23,rb,8,5,143,582,6,64,4.1,72.8,4
37,Marion Barber,DAL,22,rb,13,2,138,538,5,28,3.9,41.4,3
38,Frank Gore,SFO,22,rb,14,1,127,608,3,72,4.8,43.4,2
39,Michael Bennett,MIN,27,rb,16,6,126,473,3,61,3.8,29.6,5
40,T.J. Duckett.00,ATL,24,,14,0,121,380,8,25,3.1,27.1,2
41,Priest Holmes,KAN,32,rb,7,7,119,451,6,35,3.8,64.4,1
42,Chester Taylor,BAL,26,rb,15,1,117,487,0,52,4.2,32.5,3
43,J.J. Arrington.00,ARI,22,rb,15,5,112,370,2,32,3.3,24.7,1
44,Jerome Bettis,PIT,33,,12,0,110,368,9,39,3.3,30.7,0
45,Artose Pinner,DET,27,rb,16,2,106,349,3,19,3.3,21.8,0
46,Michael Vick,ATL,25,QB,15,15,102,597,6,32,5.9,39.8,11
47,Aaron Stecker,NOR,30,rb,15,4,95,363,0,32,3.8,24.2,3
48,Deuce McAllister,NOR,27,rb,5,5,93,335,3,26,3.6,67.0,0
49,Jonathan Wells,HOU,26,fb/rb,15,6,90,325,4,14,3.6,21.7,1
50,Ladell Betts,WAS,26,,12,0,89,338,1,22,3.8,28.2,3
51,Travis Henry,TEN,27,rb,10,1,88,335,0,29,3.8,33.5,2
52,Cedric Houston,NYJ,23,rb,12,4,81,302,2,17,3.7,25.2,1
53,Ahman Green,GNB,28,rb,5,5,77,255,0,13,3.3,51.0,1
54,Adrian Peterson,CHI,26,,16,0,76,391,2,36,5.1,24.4,1
55,Verron Haynes,PIT,26,,14,0,74,274,3,20,3.7,19.6,2
56,Maurice Morris,SEA,26,rb,16,2,71,288,1,49,4.1,18.0,0
57,Michael Pittman,TAM,30,rb,16,4,70,436,1,64,6.2,27.3,1
58,Cedric Benson,CHI,23,rb,9,1,67,272,0,36,4.1,30.2,1
59,Marshall Faulk,STL,32,rb,16,1,65,292,0,20,4.5,18.3,2
60,Shawn Bryson,DET,29,fb/rb,16,2,64,306,1,77,4.8,19.1,1
61,Chris Perry,CIN,24,rb,14,2,61,279,0,30,4.6,19.9,2
62,Zack Crockett,OAK,33,fb/rb,16,10,60,208,1,24,3.5,13.0,1
63,Tony Fisher,GNB,26,rb,14,4,60,173,1,17,2.9,12.4,2
64,Maurice Hicks,SFO,27,rb,14,3,59,308,3,73,5.2,22.0,0
65,Michael Turner,SDG,23,,16,0,57,335,3,83,5.9,20.9,0
66,David Carr,HOU,26,QB,16,16,56,308,1,20,5.5,19.3,17
67,Ryan Moats,PHI,23,rb,7,1,55,278,3,59,5.1,39.7,3
68,Lamar Gordon,PHI,25,rb,14,4,54,182,1,11,3.4,13.0,3
69,Patrick Pass,NWE,28,fb/rb,12,4,54,245,3,31,4.5,20.4,2
70,Ron Dayne,DEN,27,,10,0,53,270,1,55,5.1,27.0,1
71,Heath Evans,2TM,27,,12,3,52,192,0,21,3.7,16.0,0
72,Kevin Faulk,NWE,29,rb,8,2,51,145,0,13,2.8,18.1,3
73,Noah Herron,2TM,23,,7,0,48,123,2,17,2.6,17.6,0
74,Vernand Morency,HOU,25,rb,12,1,46,184,2,25,4.0,15.3,1
75,Jake Plummer,DEN,31,QB,16,16,46,151,2,22,3.3,9.4,4
76,Tyson Thompson,DAL,24,,15,0,46,182,0,16,4.0,12.1,2
77,Aaron Brooks,NOR,29,QB,13,13,45,281,2,22,6.2,21.6,4
78,Shaud Williams,BUF,25,,16,0,45,161,0,28,3.6,10.1,0
79,Anthony Thomas,2TM,28,,10,2,43,92,0,12,2.1,9.2,0
80,Mark Brunell,WAS,35,QB,16,15,42,111,0,25,2.6,6.9,11
81,Dominic Rhodes,IND,26,rb,13,1,40,118,4,24,3.0,9.1,2
82,Alvin Pearman,JAX,23,,16,0,39,149,1,45,3.8,9.3,4
83,Brandon Jacobs,NYG,23,,16,0,38,99,7,21,2.6,6.2,1
84,Duce Staley,PIT,30,rb,5,1,38,148,1,17,3.9,29.6,1
85,Nick Goings,CAR,27,fb,16,1,37,133,0,17,3.6,8.3,1
86,Matt Hasselbeck,SEA,30,QB,16,16,36,124,1,23,3.4,7.8,4
87,LaBrandon Toefield,JAX,25,rb,9,2,36,142,4,32,3.9,15.8,0
88,Brooks Bollinger,NYJ,26,QB,11,9,35,135,0,15,3.9,12.3,3
89,Trent Green,KAN,35,QB,16,16,35,82,0,13,2.3,5.1,8
90,Derrick Ward,NYG,25,,14,0,35,123,0,12,3.5,8.8,0
91,Mike Alstott,TAM,32,fb,16,7,34,80,6,9,2.4,5.0,0
92,Drew Bledsoe,DAL,33,QB,16,16,34,50,2,9,1.5,3.1,17
93,Mike McMahon,PHI,26,qb,9,7,34,118,3,19,3.5,13.1,8
94,Carson Palmer,CIN,26,QB,16,16,34,41,1,14,1.2,2.6,5
95,Peyton Manning,IND,29,QB,16,16,33,45,0,12,1.4,2.8,5
96,Jarrett Payton,TEN,25,,13,0,33,105,2,15,3.2,8.1,0
97,Ciatrick Fason,MIN,23,,13,0,32,62,4,15,1.9,4.8,1
98,Steve McNair,TEN,32,QB,14,14,32,139,1,19,4.3,9.9,7
99,David Garrard,JAX,27,qb,7,5,31,172,3,28,5.5,24.6,4
100,Byron Leftwich,JAX,25,QB,11,11,31,67,2,9,2.2,6.1,8
101,J.P. Losman.00,BUF,24,QB,9,8,31,154,0,30,5.0,17.1,7
102,Ben Roethlisberger,PIT,23,QB,12,12,31,69,3,13,2.2,5.8,2
103,Najeh Davenport,GNB,26,rb,5,1,30,105,2,24,3.5,21.0,1
104,Alex Smith,SFO,21,qb,9,7,30,103,0,19,3.4,11.4,11
105,Eli Manning,NYG,24,QB,16,16,29,80,1,14,2.8,5.0,9
106,Josh McCown,ARI,26,qb,9,6,29,139,0,12,4.8,15.4,5
107,Lorenzo Neal,SDG,35,FB,16,15,29,98,0,9,3.4,6.1,0
108,Earnest Graham,TAM,25,,16,0,28,83,0,16,3.0,5.2,1
109,Tom Brady,NWE,28,QB,16,16,27,89,1,15,3.3,5.6,4
110,Rock Cartwright,WAS,26,,16,0,27,199,2,52,7.4,12.4,1
111,Gus Frerotte,MIA,34,QB,16,15,27,61,0,14,2.3,3.8,13
112,Donovan McNabb,PHI,29,QB,9,9,25,55,1,11,2.2,6.1,8
113,Mike Cloud,2TM,30,,7,0,24,59,0,15,2.5,8.4,0
114,Daunte Culpepper,MIN,28,qb,7,7,24,147,1,18,6.1,21.0,5
115,Jake Delhomme,CAR,30,QB,16,16,24,31,1,12,1.3,1.9,12
116,Joey Harrington,DET,27,QB,12,11,24,80,0,15,3.3,6.7,7
117,Kyle Orton,CHI,23,QB,15,15,24,44,0,15,1.8,2.9,12
118,Kyle Boller,BAL,24,QB,9,9,23,66,1,9,2.9,7.3,8
119,Obafemi Ayanbadejo,ARI,30,fb,16,2,22,46,0,11,2.1,2.9,1
120,Drew Brees,SDG,26,QB,16,16,21,49,1,9,2.3,3.1,8
121,Trent Dilfer,CLE,33,QB,11,11,20,46,0,12,2.3,4.2,9
122,William Green,CLE,26,,8,0,20,78,0,17,3.9,9.8,0
123,Reno Mahe,PHI,25,,15,0,20,87,0,13,4.4,5.8,2
124,Chris Simms,TAM,25,QB,11,10,19,31,0,10,1.6,2.8,6
125,Brett Favre,GNB,36,QB,16,16,18,62,0,20,3.4,3.9,10
126,Charlie Frye,CLE,24,qb,7,5,18,60,1,16,3.3,8.6,7
127,Kelly Holcomb,BUF,32,QB,10,8,18,11,1,8,0.6,1.1,13
128,Brad Johnson,MIN,37,QB,15,9,18,53,0,16,2.9,3.5,5
129,Anthony Wright,BAL,29,qb,9,7,18,68,0,22,3.8,7.6,5
130,Derrick Blaylock,NYJ,26,rb,7,1,17,53,0,11,3.1,7.6,0
131,Kerry Collins,OAK,33,QB,15,15,17,39,1,18,2.3,2.6,13
132,Jeff Garcia,DET,35,qb,6,5,17,51,1,14,3.0,8.5,1
133,Mack Strong,SEA,34,fb,16,6,17,78,0,16,4.6,4.9,0
134,Leonard Weaver,SEA,23,,16,0,17,80,0,24,4.7,5.0,0
135,Sammy Morris,MIA,28,fb,16,2,16,58,1,9,3.6,3.6,0
136,Bruce Perry,PHI,24,rb,2,1,16,74,0,11,4.6,37.0,0
137,Justin Griffith,ATL,25,FB,16,15,15,65,0,19,4.3,4.1,1
138,Ryan Fitzpatrick,STL,23,qb,4,3,14,64,2,14,4.6,16.0,3
139,Jamal Robertson,CAR,28,,7,0,14,41,1,11,2.9,5.9,1
140,B.J. Askew.00,NYJ,25,te,10,1,13,59,0,14,4.5,5.9,0
141,Ran Carthon,IND,24,,6,0,13,18,1,7,1.4,3.0,1
142,Brian Griese,TAM,30,qb,6,6,13,12,0,7,0.9,2.0,2
143,Arlen Harris,STL,25,,16,0,13,21,1,10,1.6,1.3,0
144,Cody Pickett,SFO,25,qb,5,2,13,42,0,12,3.2,8.4,3
145,Kurt Warner,ARI,34,QB,10,10,13,28,0,13,2.2,2.8,9
146,Moe Williams,MIN,31,rb,6,1,13,20,0,9,1.5,3.3,1
147,Anquan Boldin,ARI,25,WR,14,14,12,45,0,11,3.8,3.2,2
148,Chris Chambers,MIA,27,WR,16,16,12,92,0,61,7.7,5.8,5
149,Matt Jones,JAX,22,wr,16,1,12,51,0,25,4.3,3.2,2
150,Antwaan Randle El,PIT,26,SE/wr,16,15,12,73,0,43,6.1,4.6,4
151,Jim Sorgi,IND,25,,5,0,12,1,0,6,0.1,0.2,1
152,Charlie Batch,PIT,31,qb,4,2,11,30,1,15,2.7,7.5,1
153,ReShard Lee,GNB,25,rb,7,1,11,16,0,4,1.5,2.3,2
154,Bradlee Van Pelt,DEN,25,,3,0,11,48,1,11,4.4,16.0,0
155,Jason Wright,CLE,23,,3,0,11,27,1,6,2.5,9.0,0
156,Aveion Cason,STL,26,,2,0,10,65,1,14,6.5,32.5,0
157,Brad Hoover,CAR,29,FB/rb,15,15,10,22,0,4,2.2,1.5,0
158,Marc Bulger,STL,28,QB,8,8,9,29,0,9,3.2,3.6,4
159,Jamie Martin,STL,35,qb,8,5,9,6,0,9,0.7,0.8,2
160,Matt Schaub,ATL,24,qb,16,1,9,76,0,23,8.4,4.8,1
161,Arnaz Battle,SFO,25,WR,10,8,8,11,0,9,1.4,1.1,1
162,Todd Bouman,NOR,33,qb,16,3,8,15,0,6,1.9,0.9,4
163,Antonio Chatman,GNB,26,wr,16,3,8,34,0,11,4.3,2.1,0
164,Mark Clayton,BAL,23,WR,14,10,8,33,1,11,4.1,2.4,0
165,Larry Fitzgerald,ARI,22,WR,16,16,8,41,0,15,5.1,2.6,0
166,T.J. Houshmandzadeh,CIN,28,WR,14,12,8,62,1,17,7.8,4.4,1
167,Jeremi Johnson,CIN,25,FB,16,11,8,14,0,5,1.8,0.9,2
168,Tommy Maddox,PIT,34,qb,4,2,8,26,0,16,3.3,6.5,2
169,Darren Sproles,SDG,22,,15,0,8,50,0,21,6.3,3.3,3
170,Lee Suggs,CLE,25,,8,0,8,15,0,7,1.9,1.9,0
171,Chris Weinke,CAR,33,,3,0,8,-5,0,1,-0.6,-1.7,0
172,Dee Brown,KAN,27,,8,0,7,21,0,7,3.0,2.6,0
173,Dante Hall,KAN,27,wr,16,2,7,11,0,7,1.6,0.7,5
174,Eddie Kennison,KAN,32,WR,16,16,7,43,0,23,6.1,2.7,1
175,Matt Mauck,TEN,26,qb,2,1,7,39,0,12,5.6,19.5,1
176,James Mungro,IND,27,,12,0,7,15,0,7,2.1,1.3,0
177,Patrick Ramsey,WAS,26,qb,4,1,7,3,0,5,0.4,0.8,2
178,Tim Rattay,SFO,28,qb,4,4,7,18,0,13,2.6,4.5,3
179,Vinny Testaverde,NYJ,42,qb,6,4,7,4,2,2,0.6,0.7,7
180,Amos Zereoue,NWE,29,,3,0,7,14,0,12,2.0,4.7,0
181,Tim Carter,NYG,26,wr,15,1,6,46,0,22,7.7,3.1,0
182,Matt Cassel,NWE,23,,2,0,6,12,0,9,2.0,6.0,2
183,Andre Johnson,HOU,24,WR,13,13,6,10,0,5,1.7,0.8,1
184,Mike Karney,NOR,24,FB,16,14,6,12,0,3,2.0,0.8,0
185,Damien Nash,TEN,23,,3,0,6,32,0,8,5.3,10.7,0
186,Chad Pennington,NYJ,29,qb,3,3,6,27,0,14,4.5,9.0,8
187,Tony Richardson,KAN,34,FB,16,16,6,20,0,8,3.3,1.3,0
188,Sage Rosenfels,MIA,27,qb,4,1,6,15,0,12,2.5,3.8,1
189,Terrelle Smith,CLE,27,FB,16,15,6,9,0,4,1.5,0.6,0
190,Seneca Wallace,SEA,25,,7,0,6,-5,0,0,-0.8,-0.7,2
191,Jamel White,BAL,28,,5,0,6,17,0,5,2.8,3.4,0
192,Charlie Adams,DEN,26,wr,16,2,5,14,0,13,2.8,0.9,4
193,Justin Fargas,OAK,25,,14,0,5,28,0,15,5.6,2.0,0
194,Doug Flutie,NWE,43,k,5,0,5,-1,0,2,-0.2,-0.2,2
195,Justin Green,BAL,23,fb,12,4,5,4,0,4,0.8,0.3,0
196,Chad Johnson,CIN,27,WR,16,16,5,33,0,11,6.6,2.1,1
197,Ashley Lelie,DEN,25,WR,16,13,5,84,0,39,16.8,5.3,0
198,Travis Minor,MIA,26,,16,0,5,17,0,9,3.4,1.1,0
199,Cecil Sapp,DEN,27,,16,0,5,21,0,10,4.2,1.3,0
200,Ken Dorsey,SFO,24,qb,3,3,4,11,0,6,2.8,3.7,2
201,Tim Dwight,NWE,30,wr,16,1,4,11,0,12,2.8,0.7,1
202,Lee Evans,BUF,24,WR,16,15,4,38,0,39,9.5,2.4,0
203,Jabar Gaffney,HOU,25,fb/WR,16,13,4,13,0,10,3.3,0.8,0
204,James Jackson,ARI,29,,8,0,4,11,0,3,2.8,1.4,0
205,Kyle Johnson,DEN,27,FB,16,14,4,9,1,4,2.3,0.6,0
206,Eric Parker,SDG,26,WR,15,9,4,55,0,30,13.8,3.7,2
207,Koren Robinson,MIN,25,wr,14,5,4,27,1,13,6.8,1.9,2
208,Paul Smith,DET,27,fb,12,5,4,16,0,6,4.0,1.3,1
209,Steve Smith,CAR,26,WR,16,16,4,25,1,20,6.3,1.6,2
210,Kordell Stewart,BAL,33,,1,0,4,24,0,13,6.0,24.0,0
211,Roddy White,ATL,24,WR,16,8,4,12,0,16,3.0,0.8,1
212,Quinn Gray,JAX,26,,1,0,3,1,0,3,0.3,1.0,1
213,Dan Kreider,PIT,28,FB,16,8,3,21,0,12,7.0,1.3,0
214,Jason McKie,CHI,25,fb,8,2,3,22,0,13,7.3,2.8,0
215,Santana Moss,WAS,26,WR,16,16,3,-3,0,3,-1.0,-0.2,3
216,Tab Perry,CIN,23,,16,0,3,9,1,7,3.0,0.6,1
217,Rod Smart,CAR,28,,12,0,3,6,0,6,2.0,0.5,1
218,Hines Ward,PIT,29,FL/wr,15,15,3,10,0,7,3.3,0.7,1
219,Troy Williamson,MIN,22,wr,14,3,3,28,0,11,9.3,2.0,0
220,Derrick Wimbush,JAX,25,fb,14,1,3,12,1,7,4.0,0.9,1
221,Damien Anderson,ARI,26,,5,0,2,7,0,6,3.5,1.4,0
222,Tony Banks,HOU,32,,2,0,2,-2,0,-1,-1.0,-1.0,0
223,Bernard Berrian,CHI,25,wr,11,2,2,31,0,37,15.5,2.8,1
224,Antonio Brown,WAS,27,,7,0,2,7,0,4,3.5,1.0,2
225,Nate Burleson,MIN,24,WR,12,9,2,-6,0,-2,-3.0,-0.5,0
226,Reche Caldwell,SDG,26,wr,16,2,2,10,0,7,5.0,0.6,2
227,Todd Collins,KAN,34,,1,0,2,-2,0,-1,-1.0,-2.0,0
228,Donald Driver,GNB,30,WR,16,16,2,13,0,9,6.5,0.8,0
229,Joey Galloway,TAM,34,WR,16,16,2,4,0,4,2.0,0.3,0
230,David Givens,NWE,25,WR,13,10,2,13,0,9,6.5,1.0,0
231,Terry Glenn,DAL,31,WR,16,16,2,-4,1,6,-2.0,-0.3,0
232,Tim Hasselbeck,NYG,27,,2,0,2,-3,0,-1,-1.5,-1.5,0
233,Shaun Hill,MIN,25,,1,0,2,-2,0,-1,-1.0,-2.0,0
234,Terry Jackson,SFO,29,,16,0,2,11,0,11,5.5,0.7,0
235,Jon Kitna,CIN,33,,3,0,2,14,0,11,7.0,4.7,0
236,Greg Lewis,PHI,25,WR,16,16,2,13,0,8,6.5,0.8,0
237,Keenan McCardell,SDG,35,WR,16,16,2,6,0,3,3.0,0.4,0
238,Dennis Northcutt,CLE,28,wr,16,7,2,33,0,31,16.5,2.1,0
239,Roscoe Parrish,BUF,23,wr,10,1,2,-2,0,4,-1.0,-0.2,2
240,Lousaka Polite,DAL,24,fb,14,3,2,8,0,6,4.0,0.6,0
241,Courtney Roby,TEN,22,wr,13,6,2,16,0,11,8.0,1.2,1
242,Aaron Rodgers,GNB,22,,3,0,2,7,0,8,3.5,2.3,2
243,Tony Romo,DAL,25,,16,0,2,-2,0,-1,-1.0,-0.1,0
244,Donte' Stallworth,NOR,25,WR,16,13,2,2,0,3,1.0,0.1,1
245,Travis Taylor,MIN,26,WR,16,13,2,3,0,5,1.5,0.2,1
246,Marques Tuiasosopo,OAK,26,qb,1,1,2,19,0,10,9.5,19.0,2
247,Alvis Whitted,OAK,31,,16,0,2,51,0,27,25.5,3.2,0
248,Reggie Williams,JAX,22,wr,16,7,2,3,0,10,1.5,0.2,2
249,Drew Bennett,TEN,27,WR,13,10,1,3,0,3,3.0,0.2,0
250,Jeff Blake,CHI,35,,2,0,1,-1,0,-1,-1.0,-0.5,0
251,Corey Bradford,HOU,30,wr,16,6,1,-2,0,-2,-2.0,-0.1,0
252,Nehemiah Broughton,WAS,23,,4,0,1,3,0,3,3.0,0.8,0
253,Kris Brown,HOU,29,K,16,0,1,4,0,4,4.0,0.3,0
254,Reggie Brown,PHI,24,WR,16,11,1,5,0,5,5.0,0.3,1
255,Antonio Bryant,CLE,24,WR,16,15,1,3,0,3,3.0,0.2,1
256,Michael Clayton,TAM,23,WR,14,10,1,2,0,2,2.0,0.1,1
257,Keary Colbert,CAR,23,WR,16,16,1,6,0,6,6.0,0.4,1
258,Jerricho Cotchery,NYJ,23,wr,16,1,1,4,0,4,4.0,0.3,2
259,Patrick Crayton,DAL,26,,11,0,1,0,0,0,0.0,0.0,3
260,Kevin Curtis,STL,27,WR,16,9,1,5,1,5,5.0,0.3,2
261,Koy Detmer,PHI,32,,16,0,1,1,0,1,1.0,0.1,2
262,Eddie Drummond,DET,25,,12,0,1,-3,0,-3,-3.0,-0.3,1
263,Jay Fiedler,NYJ,34,,2,0,1,0,0,0,0.0,0.0,1
264,Doug Gabriel,OAK,25,wr,14,2,1,5,0,5,5.0,0.4,0
265,Ben Graham,NYJ,32,P,16,0,1,0,0,0,0.0,0.0,1
266,Madison Hedgecock,STL,24,fb/te,16,7,1,0,0,0,0.0,0.0,0
267,Devery Henderson,NOR,23,wr,15,3,1,9,0,9,9.0,0.6,0
268,William Henderson,GNB,34,FB,16,8,1,-5,0,-5,-5.0,-0.3,1
269,Craig Hentrich,TEN,34,P,16,0,1,0,0,0,0.0,0.0,1
270,Chris Hetherington,SFO,33,fb,16,6,1,3,0,3,3.0,0.2,0
271,Torry Holt,STL,29,WR,14,14,1,2,0,2,2.0,0.1,2
272,Darrell Jackson,SEA,27,wr,6,6,1,7,0,7,7.0,1.2,0
273,Bryan Johnson,CHI,27,fb,7,6,1,5,0,5,5.0,0.7,0
274,Bryant Johnson,ARI,24,wr,14,4,1,0,0,0,0.0,0.0,0
275,Keyshawn Johnson,DAL,33,WR,16,14,1,3,0,3,3.0,0.2,3
276,Brandon Jones,TEN,23,WR,10,8,1,1,0,1,1.0,0.1,0
277,Donnie Jones,MIA,25,P,16,0,1,0,0,0,0.0,0.0,0
278,Shane Lechler,OAK,29,P,16,0,1,2,0,2,2.0,0.1,0
279,Nick Luchey,CIN,28,,3,0,1,0,0,0,0.0,0.0,0
280,Brandon Manumaleuna,STL,25,fb/TE,14,14,1,2,0,2,2.0,0.1,2
281,Rasheed Marshall,SFO,24,,12,0,1,-7,0,-7,-7.0,-0.6,4
282,Justin McCareins,NYJ,27,FL/wr,16,16,1,8,0,8,8.0,0.5,0
283,Shaun McDonald,STL,24,wr,16,2,1,7,0,7,7.0,0.4,1
284,Terence Newman,DAL,27,LCB,16,16,1,4,0,4,4.0,0.3,3
285,Kassim Osgood,SDG,25,wr,12,3,1,4,0,4,4.0,0.3,0
286,Terrell Owens,PHI,32,wr,7,7,1,2,0,2,2.0,0.3,0
287,Andrew Pinnock,SDG,25,,12,0,1,4,0,4,4.0,0.3,0
288,Willie Ponder,NYG,25,,11,0,1,4,0,4,4.0,0.4,1
289,Jerry Porter,OAK,27,WR,16,14,1,-8,0,-8,-8.0,-0.5,1
290,Peerless Price,DAL,29,wr,7,1,1,9,0,9,9.0,1.3,0
291,Ricky Proehl,CAR,37,,16,0,1,-8,0,-8,-8.0,-0.5,0
292,Josh Reed,BUF,25,wr,16,6,1,-3,0,-3,-3.0,-0.2,0
293,Philip Rivers,SDG,24,,2,0,1,-1,0,-1,-1.0,-0.5,2
294,B.J. Sander.20,GNB,25,P,14,0,1,-11,0,-11,-11.0,-0.8,1
295,Deion Sanders,BAL,38,cb/lcb/ss,16,4,1,0,0,0,0.0,0.0,1
296,Cory Schlesinger,DET,33,FB,11,8,1,1,0,1,1.0,0.1,0
297,Mike Sellers,WAS,30,rb/wr,15,6,1,1,1,1,1.0,0.1,0
298,Daimon Shelton,BUF,33,FB,16,11,1,0,0,0,0.0,0.0,1
299,Jonathan Smith,BUF,24,wr,7,1,1,1,0,1,1.0,0.1,1
300,Rod Smith,DEN,35,WR,16,16,1,7,0,7,7.0,0.4,2
301,Jerald Sowell,NYJ,31,FB,16,14,1,1,1,1,1.0,0.1,1
302,Chad Stanley,HOU,29,P,16,0,1,0,0,0,0.0,0.0,1
303,James Thrash,WAS,30,rb/wr,12,2,1,8,0,8,8.0,0.7,1
304,Scottie Vines,DET,26,WR,13,11,1,7,0,7,7.0,0.5,0
305,Billy Volek,TEN,29,qb,6,1,1,3,0,3,3.0,0.5,3
306,Bobby Wade,2TM,24,,14,1,1,1,0,1,1.0,0.1,10
307,Peter Warrick,SEA,28,wr,13,5,1,5,0,5,5.0,0.4,0
308,Wes Welker,MIA,24,wr,16,1,1,5,0,5,5.0,0.3,5
309,Jeff Wilkins,STL,33,K,16,0,1,-4,0,-4,-4.0,-0.3,0
310,Cedrick Wilson,PIT,27,fl,16,1,1,0,0,0,0.0,0.0,1
311,Kris Wilson,KAN,24,te,14,1,1,6,0,6,6.0,0.4,0
312,Dave Zastudil,BAL,27,P,16,0,1,0,0,0,0.0,0.0,1
